champion_id,champion_name,level,hp,mp,armor,spellblock,attackdamage,attackspeed,hpregen,mpregen
Akali,아칼리,14,2147,200.0,84.1,63.65,104.9,0.885,20.700000000000003,50.0
Akali,아칼리,15,2266,200.0,88.8,65.69999999999999,108.19999999999999,0.905,21.6,50.0
Akali,아칼리,16,2385,200.0,93.5,67.75,111.5,0.925,22.5,50.0
Akali,아칼리,17,2504,200.0,98.2,69.8,114.8,0.9450000000000001,23.4,50.0
Akali,아칼리,18,2623,200.0,102.9,71.85,118.1,0.9650000000000001,24.3,50.0
Akshan,아크샨,1,630,350.0,26.0,30.0,52.0,0.638,3.75,8.2
Akshan,아크샨,2,737,390.0,30.7,31.3,55.0,0.66352,4.4,8.899999999999999
Akshan,아크샨,3,844,430.0,35.4,32.6,58.0,0.6890400000000001,5.05,9.6
Akshan,아크샨,4,951,470.0,40.1,33.9,61.0,0.7145600000000001,5.7,10.299999999999999
Akshan,아크샨,5,1058,510.0,44.8,35.2,64.0,0.74008,6.35,11.0
Akshan,아크샨,6,1165,550.0,49.5,36.5,67.0,0.7656,7.0,11.7
Akshan,아크샨,7,1272,590.0,54.2,37.8,70.0,0.79112,7.65,12.399999999999999
Akshan,아크샨,8,1379,630.0,58.9,39.1,73.0,0.81664,8.3,13.099999999999998
Akshan,아크샨,9,1486,670.0,63.6,40.4,76.0,0.84216,8.95,13.799999999999999
Akshan,아크샨,10,1593,710.0,68.30000000000001,41.7,79.0,0.8676799999999999,9.600000000000001,14.5
Akshan,아크샨,11,1700,750.0,73.0,43.0,82.0,0.8932,10.25,15.2
Akshan,아크샨,12,1807,790.0,77.7,44.3,85.0,0.91872,10.9,15.899999999999999
Akshan,아크샨,13,1914,830.0,82.4,45.6,88.0,0.94424,11.55,16.599999999999998
Akshan,아크샨,14,2021,870.0,87.1,46.900000000000006,91.0,0.9697600000000001,12.200000000000001,17.299999999999997
Akshan,아크샨,15,2128,910.0,91.8,48.2,94.0,0.99528,12.85,18.0
Akshan,아크샨,16,2235,950.0,96.5,49.5,97.0,1.0208000000000002,13.5,18.7
Akshan,아크샨,17,2342,990.0,101.2,50.8,100.0,1.0463200000000001,14.15,19.4
Akshan,아크샨,18,2449,1030.0,105.9,52.1,103.0,1.0718400000000001,14.8,20.099999999999998
Alistar,알리스타,1,685,350.0,47.0,32.0,62.0,0.625,8.5,8.5
Alistar,알리스타,2,805,390.0,51.7,34.05,65.75,0.63828125,9.35,9.3
Alistar,알리스타,3,925,430.0,56.4,36.1,69.5,0.6515625,10.2,10.1
Alistar,알리스타,4,1045,470.0,61.1,38.15,73.25,0.66484375,11.05,10.9
Alistar,알리스타,5,1165,510.0,65.8,40.2,77.0,0.678125,11.9,11.7
Alistar,알리스타,6,1285,550.0,70.5,42.25,80.75,0.69140625,12.75,12.5
Alistar,알리스타,7,1405,590.0,75.2,44.3,84.5,0.7046874999999999,13.6,13.3
Alistar,알리스타,8,1525,630.0,79.9,46.349999999999994,88.25,0.7179687499999999,14.45,14.100000000000001
Alistar,알리스타,9,1645,670.0,84.6,48.4,92.0,0.73125,15.3,14.9
Alistar,알리스타,10,1765,710.0,89.30000000000001,50.45,95.75,0.74453125,16.15,15.7
Alistar,알리스타,11,1885,750.0,94.0,52.5,99.5,0.7578125,17.0,16.5
Alistar,알리스타,12,2005,790.0,98.7,54.55,103.25,0.7710937500000001,17.85,17.3
Alistar,알리스타,13,2125,830.0,103.4,56.599999999999994,107.0,0.7843749999999999,18.7,18.1
Alistar,알리스타,14,2245,870.0,108.1,58.65,110.75,0.7976562500000001,19.549999999999997,18.9
Alistar,알리스타,15,2365,910.0,112.8,60.699999999999996,114.5,0.8109375000000001,20.4,19.700000000000003
Alistar,알리스타,16,2485,950.0,117.5,62.75,118.25,0.82421875,21.25,20.5
Alistar,알리스타,17,2605,990.0,122.2,64.8,122.0,0.8375,22.1,21.3
Alistar,알리스타,18,2725,1030.0,126.9,66.85,125.75,0.85078125,22.95,22.1
Amumu,아무무,1,685,285.0,33.0,32.0,57.0,0.736,9.0,7.4
Amumu,아무무,2,779,325.0,37.0,34.05,60.8,0.7520448000000001,9.85,7.95
Amumu,아무무,3,873,365.0,41.0,36.1,64.6,0.7680896,10.7,8.5
Amumu,아무무,4,967,405.0,45.0,38.15,68.4,0.7841343999999999,11.55,9.05
Amumu,아무무,5,1061,445.0,49.0,40.2,72.2,0.8001792,12.4,9.600000000000001
Amumu,아무무,6,1155,485.0,53.0,42.25,76.0,0.816224,13.25,10.15
Amumu,아무무,7,1249,525.0,57.0,44.3,79.8,0.8322688,14.1,10.700000000000001
Amumu,아무무,8,1343,565.0,61.0,46.349999999999994,83.6,0.8483136,14.95,11.25
Amumu,아무무,9,1437,605.0,65.0,48.4,87.4,0.8643584000000001,15.8,11.8
Amumu,아무무,10,1531,645.0,69.0,50.45,91.19999999999999,0.8804032,16.65,12.350000000000001
Amumu,아무무,11,1625,685.0,73.0,52.5,95.0,0.8964479999999999,17.5,12.9
Amumu,아무무,12,1719,725.0,77.0,54.55,98.8,0.9124928,18.35,13.450000000000001
Amumu,아무무,13,1813,765.0,81.0,56.599999999999994,102.6,0.9285376000000001,19.2,14.0
Amumu,아무무,14,1907,805.0,85.0,58.65,106.4,0.9445824,20.049999999999997,14.55
Amumu,아무무,15,2001,845.0,89.0,60.699999999999996,110.19999999999999,0.9606272000000001,20.9,15.100000000000001
Amumu,아무무,16,2095,885.0,93.0,62.75,114.0,0.976672,21.75,15.65
Amumu,아무무,17,2189,925.0,97.0,64.8,117.8,0.9927168,22.6,16.200000000000003
Amumu,아무무,18,2283,965.0,101.0,66.85,121.6,1.0087616,23.45,16.75
Anivia,애니비아,1,550,495.0,21.0,30.0,51.0,0.658,5.5,8.0
Anivia,애니비아,2,642,540.0,25.9,31.3,54.2,0.6690543999999999,6.05,8.8
Anivia,애니비아,3,734,585.0,30.8,32.6,57.4,0.6801088000000001,6.6,9.6
Anivia,애니비아,4,826,630.0,35.7,33.9,60.6,0.6911632,7.15,10.4
Anivia,애니비아,5,918,675.0,40.6,35.2,63.8,0.7022176,7.7,11.2
Anivia,애니비아,6,1010,720.0,45.5,36.5,67.0,0.7132720000000001,8.25,12.0
Anivia,애니비아,7,1102,765.0,50.400000000000006,37.8,70.2,0.7243264,8.8,12.8
Anivia,애니비아,8,1194,810.0,55.300000000000004,39.1,73.4,0.7353808,9.350000000000001,13.600000000000001
Anivia,애니비아,9,1286,855.0,60.2,40.4,76.6,0.7464352000000001,9.9,14.4
Anivia,애니비아,10,1378,900.0,65.1,41.7,79.8,0.7574896,10.45,15.2
Anivia,애니비아,11,1470,945.0,70.0,43.0,83.0,0.768544,11.0,16.0
Anivia,애니비아,12,1562,990.0,74.9,44.3,86.2,0.7795984000000001,11.55,16.8
Anivia,애니비아,13,1654,1035.0,79.80000000000001,45.6,89.4,0.7906528,12.100000000000001,17.6
Anivia,애니비아,14,1746,1080.0,84.7,46.900000000000006,92.6,0.8017072,12.65,18.4
Anivia,애니비아,15,1838,1125.0,89.60000000000001,48.2,95.80000000000001,0.8127616000000001,13.200000000000001,19.200000000000003
Anivia,애니비아,16,1930,1170.0,94.5,49.5,99.0,0.823816,13.75,20.0
Anivia,애니비아,17,2022,1215.0,99.4,50.8,102.2,0.8348704,14.3,20.8
Anivia,애니비아,18,2114,1260.0,104.30000000000001,52.1,105.4,0.8459248,14.850000000000001,21.6
Annie,애니,1,560,418.0,19.0,30.0,50.0,0.61,5.5,8.0
Annie,애니,2,662,443.0,23.7,31.3,52.65,0.6182960000000001,6.05,8.8
Annie,애니,3,764,468.0,28.4,32.6,55.3,0.626592,6.6,9.6
Annie,애니,4,866,493.0,33.1,33.9,57.95,0.634888,7.15,10.4
Annie,애니,5,968,518.0,37.8,35.2,60.6,0.643184,7.7,11.2
Annie,애니,6,1070,543.0,42.5,36.5,63.25,0.6514800000000001,8.25,12.0
Annie,애니,7,1172,568.0,47.2,37.8,65.9,0.6597759999999999,8.8,12.8
Annie,애니,8,1274,593.0,51.9,39.1,68.55,0.668072,9.350000000000001,13.600000000000001
Annie,애니,9,1376,618.0,56.6,40.4,71.2,0.676368,9.9,14.4
Annie,애니,10,1478,643.0,61.300000000000004,41.7,73.85,0.684664,10.45,15.2
Annie,애니,11,1580,668.0,66.0,43.0,76.5,0.69296,11.0,16.0
Annie,애니,12,1682,693.0,70.7,44.3,79.15,0.701256,11.55,16.8
Annie,애니,13,1784,718.0,75.4,45.6,81.8,0.709552,12.100000000000001,17.6
Annie,애니,14,1886,743.0,80.1,46.900000000000006,84.44999999999999,0.717848,12.65,18.4
Annie,애니,15,1988,768.0,84.8,48.2,87.1,0.7261439999999999,13.200000000000001,19.200000000000003
Annie,애니,16,2090,793.0,89.5,49.5,89.75,0.73444,13.75,20.0
Annie,애니,17,2192,818.0,94.2,50.8,92.4,0.742736,14.3,20.8
Annie,애니,18,2294,843.0,98.9,52.1,95.05,0.751032,14.850000000000001,21.6
Aphelios,아펠리오스,1,580,348.0,26.0,30.0,55.0,0.64,3.25,6.5
Aphelios,아펠리오스,2,682,390.0,30.2,31.3,57.3,0.6534399999999999,3.8,6.9
Aphelios,아펠리오스,3,784,432.0,34.4,32.6,59.6,0.66688,4.35,7.3
Aphelios,아펠리오스,4,886,474.0,38.6,33.9,61.9,0.6803199999999999,4.9,7.7
Aphelios,아펠리오스,5,988,516.0,42.8,35.2,64.2,0.69376,5.45,8.1
Aphelios,아펠리오스,6,1090,558.0,47.0,36.5,66.5,0.7072,6.0,8.5
Aphelios,아펠리오스,7,1192,600.0,51.2,37.8,68.8,0.72064,6.550000000000001,8.9
Aphelios,아펠리오스,8,1294,642.0,55.400000000000006,39.1,71.1,0.7340800000000001,7.1000000000000005,9.3
Aphelios,아펠리오스,9,1396,684.0,59.6,40.4,73.4,0.74752,7.65,9.7
Aphelios,아펠리오스,10,1498,726.0,63.800000000000004,41.7,75.7,0.7609600000000001,8.2,10.1
Aphelios,아펠리오스,11,1600,768.0,68.0,43.0,78.0,0.7744,8.75,10.5
Aphelios,아펠리오스,12,1702,810.0,72.2,44.3,80.3,0.7878400000000001,9.3,10.9
Aphelios,아펠리오스,13,1804,852.0,76.4,45.6,82.6,0.80128,9.850000000000001,11.3
Aphelios,아펠리오스,14,1906,894.0,80.6,46.900000000000006,84.9,0.8147200000000001,10.4,11.7
Aphelios,아펠리오스,15,2008,936.0,84.80000000000001,48.2,87.19999999999999,0.82816,10.950000000000001,12.100000000000001
Aphelios,아펠리오스,16,2110,978.0,89.0,49.5,89.5,0.8416,11.5,12.5
Aphelios,아펠리오스,17,2212,1020.0,93.2,50.8,91.8,0.85504,12.05,12.9
Aphelios,아펠리오스,18,2314,1062.0,97.4,52.1,94.1,0.86848,12.600000000000001,13.3
Ashe,애쉬,1,640,280.0,26.0,30.0,59.0,0.658,3.5,7.0
Ashe,애쉬,2,741,315.0,30.6,31.3,61.95,0.6799114,4.05,7.65
Ashe,애쉬,3,842,350.0,35.2,32.6,64.9,0.7018228000000001,4.6,8.3
Ashe,애쉬,4,943,385.0,39.8,33.9,67.85,0.7237342000000001,5.15,8.95
Ashe,애쉬,5,1044,420.0,44.4,35.2,70.8,0.7456456,5.7,9.6
Ashe,애쉬,6,1145,455.0,49.0,36.5,73.75,0.767557,6.25,10.25
Ashe,애쉬,7,1246,490.0,53.599999999999994,37.8,76.7,0.7894684000000001,6.800000000000001,10.9
Ashe,애쉬,8,1347,525.0,58.199999999999996,39.1,79.65,0.8113798000000001,7.3500000000000005,11.55
Ashe,애쉬,9,1448,560.0,62.8,40.4,82.6,0.8332912,7.9,12.2
Ashe,애쉬,10,1549,595.0,67.4,41.7,85.55,0.8552026,8.45,12.850000000000001
Ashe,애쉬,11,1650,630.0,72.0,43.0,88.5,0.8771140000000001,9.0,13.5
Ashe,애쉬,12,1751,665.0,76.6,44.3,91.45,0.8990254000000001,9.55,14.15
Ashe,애쉬,13,1852,700.0,81.19999999999999,45.6,94.4,0.9209368,10.100000000000001,14.8
Ashe,애쉬,14,1953,735.0,85.8,46.900000000000006,97.35,0.9428482000000001,10.65,15.450000000000001
Ashe,애쉬,15,2054,770.0,90.39999999999999,48.2,100.30000000000001,0.9647596000000002,11.200000000000001,16.1
Ashe,애쉬,16,2155,805.0,95.0,49.5,103.25,0.9866710000000001,11.75,16.75
Ashe,애쉬,17,2256,840.0,99.6,50.8,106.2,1.0085824,12.3,17.4
Ashe,애쉬,18,2357,875.0,104.19999999999999,52.1,109.15,1.0304938000000001,12.850000000000001,18.05
AurelionSol,아우렐리온 솔,1,620,530.0,22.0,30.0,55.0,0.625,5.5,8.0
AurelionSol,아우렐리온 솔,2,710,570.0,26.0,31.3,58.2,0.6343749999999999,6.05,8.75
AurelionSol,아우렐리온 솔,3,800,610.0,30.0,32.6,61.4,0.64375,6.6,9.5
AurelionSol,아우렐리온 솔,4,890,650.0,34.0,33.9,64.6,0.653125,7.15,10.25
AurelionSol,아우렐리온 솔,5,980,690.0,38.0,35.2,67.8,0.6625000000000001,7.7,11.0
AurelionSol,아우렐리온 솔,6,1070,730.0,42.0,36.5,71.0,0.671875,8.25,11.75
AurelionSol,아우렐리온 솔,7,1160,770.0,46.0,37.8,74.2,0.68125,8.8,12.5
AurelionSol,아우렐리온 솔,8,1250,810.0,50.0,39.1,77.4,0.690625,9.350000000000001,13.25
AurelionSol,아우렐리온 솔,9,1340,850.0,54.0,40.4,80.6,0.7000000000000001,9.9,14.0
AurelionSol,아우렐리온 솔,10,1430,890.0,58.0,41.7,83.8,0.709375,10.45,14.75
AurelionSol,아우렐리온 솔,11,1520,930.0,62.0,43.0,87.0,0.71875,11.0,15.5
AurelionSol,아우렐리온 솔,12,1610,970.0,66.0,44.3,90.2,0.728125,11.55,16.25
AurelionSol,아우렐리온 솔,13,1700,1010.0,70.0,45.6,93.4,0.7374999999999999,12.100000000000001,17.0
AurelionSol,아우렐리온 솔,14,1790,1050.0,74.0,46.900000000000006,96.6,0.7468750000000001,12.65,17.75
AurelionSol,아우렐리온 솔,15,1880,1090.0,78.0,48.2,99.80000000000001,0.75625,13.200000000000001,18.5
AurelionSol,아우렐리온 솔,16,1970,1130.0,82.0,49.5,103.0,0.765625,13.75,19.25
AurelionSol,아우렐리온 솔,17,2060,1170.0,86.0,50.8,106.2,0.775,14.3,20.0
AurelionSol,아우렐리온 솔,18,2150,1210.0,90.0,52.1,109.4,0.7843749999999999,14.850000000000001,20.75
Azir,아지르,1,550,320.0,22.0,30.0,52.0,0.625,3.5,8.0
Azir,아지르,2,669,360.0,27.0,31.3,55.5,0.6625000000000001,4.25,8.8
Azir,아지르,3,788,400.0,32.0,32.6,59.0,0.7000000000000001,5.0,9.6
Azir,아지르,4,907,440.0,37.0,33.9,62.5,0.7374999999999999,5.75,10.4
Azir,아지르,5,1026,480.0,42.0,35.2,66.0,0.775,6.5,11.2
Azir,아지르,6,1145,520.0,47.0,36.5,69.5,0.8125,7.25,12.0
Azir,아지르,7,1264,560.0,52.0,37.8,73.0,0.8499999999999999,8.0,12.8
Azir,아지르,8,1383,600.0,57.0,39.1,76.5,0.8875,8.75,13.600000000000001
Azir,아지르,9,1502,640.0,62.0,40.4,80.0,0.925,9.5,14.4
Azir,아지르,10,1621,680.0,67.0,41.7,83.5,0.9625,10.25,15.2
Azir,아지르,11,1740,720.0,72.0,43.0,87.0,1.0,11.0,16.0
Azir,아지르,12,1859,760.0,77.0,44.3,90.5,1.0374999999999999,11.75,16.8
Azir,아지르,13,1978,800.0,82.0,45.6,94.0,1.075,12.5,17.6
Azir,아지르,14,2097,840.0,87.0,46.900000000000006,97.5,1.1125,13.25,18.4
Azir,아지르,15,2216,880.0,92.0,48.2,101.0,1.15,14.0,19.200000000000003
Azir,아지르,16,2335,920.0,97.0,49.5,104.5,1.1875,14.75,20.0
Azir,아지르,17,2454,960.0,102.0,50.8,108.0,1.225,15.5,20.8
Azir,아지르,18,2573,1000.0,107.0,52.1,111.5,1.2625,16.25,21.6
Bard,바드,1,630,350.0,34.0,30.0,52.0,0.658,5.5,6.0
Bard,바드,2,733,400.0,39.0,31.3,55.0,0.6711600000000001,6.05,6.45
Bard,바드,3,836,450.0,44.0,32.6,58.0,0.68432,6.6,6.9
Bard,바드,4,939,500.0,49.0,33.9,61.0,0.6974800000000001,7.15,7.35
Bard,바드,5,1042,550.0,54.0,35.2,64.0,0.71064,7.7,7.8
Bard,바드,6,1145,600.0,59.0,36.5,67.0,0.7238000000000001,8.25,8.25
Bard,바드,7,1248,650.0,64.0,37.8,70.0,0.7369600000000001,8.8,8.7
Bard,바드,8,1351,700.0,69.0,39.1,73.0,0.7501200000000001,9.350000000000001,9.15
Bard,바드,9,1454,750.0,74.0,40.4,76.0,0.76328,9.9,9.6
Bard,바드,10,1557,800.0,79.0,41.7,79.0,0.77644,10.45,10.05
Bard,바드,11,1660,850.0,84.0,43.0,82.0,0.7896,11.0,10.5
Bard,바드,12,1763,900.0,89.0,44.3,85.0,0.80276,11.55,10.95
Bard,바드,13,1866,950.0,94.0,45.6,88.0,0.81592,12.100000000000001,11.4
Bard,바드,14,1969,1000.0,99.0,46.900000000000006,91.0,0.82908,12.65,11.850000000000001
Bard,바드,15,2072,1050.0,104.0,48.2,94.0,0.8422400000000001,13.200000000000001,12.3
Bard,바드,16,2175,1100.0,109.0,49.5,97.0,0.8554,13.75,12.75
Bard,바드,17,2278,1150.0,114.0,50.8,100.0,0.8685600000000001,14.3,13.2
Bard,바드,18,2381,1200.0,119.0,52.1,103.0,0.8817200000000001,14.850000000000001,13.65
Belveth,벨베스,1,610,60.0,32.0,32.0,60.0,0.85,6.0,0.0
Belveth,벨베스,2,709,60.0,36.7,34.05,61.5,0.85,6.6,0.0
Belveth,벨베스,3,808,60.0,41.4,36.1,63.0,0.85,7.2,0.0
Belveth,벨베스,4,907,60.0,46.1,38.15,64.5,0.85,7.8,0.0
Belveth,벨베스,5,1006,60.0,50.8,40.2,66.0,0.85,8.4,0.0
Belveth,벨베스,6,1105,60.0,55.5,42.25,67.5,0.85,9.0,0.0
Belveth,벨베스,7,1204,60.0,60.2,44.3,69.0,0.85,9.6,0.0
Belveth,벨베스,8,1303,60.0,64.9,46.349999999999994,70.5,0.85,10.2,0.0
Belveth,벨베스,9,1402,60.0,69.6,48.4,72.0,0.85,10.8,0.0
Belveth,벨베스,10,1501,60.0,74.30000000000001,50.45,73.5,0.85,11.399999999999999,0.0
Belveth,벨베스,11,1600,60.0,79.0,52.5,75.0,0.85,12.0,0.0
Belveth,벨베스,12,1699,60.0,83.7,54.55,76.5,0.85,12.6,0.0
Belveth,벨베스,13,1798,60.0,88.4,56.599999999999994,78.0,0.85,13.2,0.0
Belveth,벨베스,14,1897,60.0,93.1,58.65,79.5,0.85,13.8,0.0
Belveth,벨베스,15,1996,60.0,97.8,60.699999999999996,81.0,0.85,14.4,0.0
Belveth,벨베스,16,2095,60.0,102.5,62.75,82.5,0.85,15.0,0.0
Belveth,벨베스,17,2194,60.0,107.2,64.8,84.0,0.85,15.6,0.0
Belveth,벨베스,18,2293,60.0,111.9,66.85,85.5,0.85,16.2,0.0
Blitzcrank,블리츠크랭크,1,650,267.0,37.0,32.0,62.0,0.625,7.5,8.5
Blitzcrank,블리츠크랭크,2,759,307.0,41.7,34.05,65.5,0.6320625000000001,8.25,9.3
Blitzcrank,블리츠크랭크,3,868,347.0,46.4,36.1,69.0,0.6391249999999999,9.0,10.1
Blitzcrank,블리츠크랭크,4,977,387.0,51.1,38.15,72.5,0.6461875,9.75,10.9
Blitzcrank,블리츠크랭크,5,1086,427.0,55.8,40.2,76.0,0.6532499999999999,10.5,11.7
Blitzcrank,블리츠크랭크,6,1195,467.0,60.5,42.25,79.5,0.6603125,11.25,12.5
Blitzcrank,블리츠크랭크,7,1304,507.0,65.2,44.3,83.0,0.667375,12.0,13.3
Blitzcrank,블리츠크랭크,8,1413,547.0,69.9,46.349999999999994,86.5,0.6744375,12.75,14.100000000000001
Blitzcrank,블리츠크랭크,9,1522,587.0,74.6,48.4,90.0,0.6815,13.5,14.9
Blitzcrank,블리츠크랭크,10,1631,627.0,79.30000000000001,50.45,93.5,0.6885625,14.25,15.7
Blitzcrank,블리츠크랭크,11,1740,667.0,84.0,52.5,97.0,0.6956249999999999,15.0,16.5
Blitzcrank,블리츠크랭크,12,1849,707.0,88.7,54.55,100.5,0.7026875,15.75,17.3
Blitzcrank,블리츠크랭크,13,1958,747.0,93.4,56.599999999999994,104.0,0.70975,16.5,18.1
Blitzcrank,블리츠크랭크,14,2067,787.0,98.1,58.65,107.5,0.7168125000000001,17.25,18.9
Blitzcrank,블리츠크랭크,15,2176,827.0,102.8,60.699999999999996,111.0,0.7238749999999999,18.0,19.700000000000003
Blitzcrank,블리츠크랭크,16,2285,867.0,107.5,62.75,114.5,0.7309375,18.75,20.5
Blitzcrank,블리츠크랭크,17,2394,907.0,112.2,64.8,118.0,0.738,19.5,21.3
Blitzcrank,블리츠크랭크,18,2503,947.0,116.9,66.85,121.5,0.7450625,20.25,22.1
Brand,브랜드,1,570,469.0,27.0,30.0,57.0,0.681,5.5,10.65
Brand,브랜드,2,675,490.0,31.2,31.3,60.0,0.69462,6.05,11.25
Brand,브랜드,3,780,511.0,35.4,32.6,63.0,0.7082400000000001,6.6,11.85
Brand,브랜드,4,885,532.0,39.6,33.9,66.0,0.7218600000000001,7.15,12.45
Brand,브랜드,5,990,553.0,43.8,35.2,69.0,0.7354800000000001,7.7,13.05
Brand,브랜드,6,1095,574.0,48.0,36.5,72.0,0.7491000000000001,8.25,13.65
Brand,브랜드,7,1200,595.0,52.2,37.8,75.0,0.7627200000000002,8.8,14.25
Brand,브랜드,8,1305,616.0,56.400000000000006,39.1,78.0,0.7763400000000001,9.350000000000001,14.850000000000001
Brand,브랜드,9,1410,637.0,60.6,40.4,81.0,0.78996,9.9,15.45
Brand,브랜드,10,1515,658.0,64.80000000000001,41.7,84.0,0.80358,10.45,16.05
Brand,브랜드,11,1620,679.0,69.0,43.0,87.0,0.8172,11.0,16.65
Brand,브랜드,12,1725,700.0,73.2,44.3,90.0,0.83082,11.55,17.25
Brand,브랜드,13,1830,721.0,77.4,45.6,93.0,0.8444400000000001,12.100000000000001,17.85
Brand,브랜드,14,1935,742.0,81.6,46.900000000000006,96.0,0.85806,12.65,18.45
Brand,브랜드,15,2040,763.0,85.80000000000001,48.2,99.0,0.8716800000000001,13.200000000000001,19.05
Brand,브랜드,16,2145,784.0,90.0,49.5,102.0,0.8853000000000001,13.75,19.65
Brand,브랜드,17,2250,805.0,94.2,50.8,105.0,0.8989200000000002,14.3,20.25
Brand,브랜드,18,2355,826.0,98.4,52.1,108.0,0.9125400000000001,14.850000000000001,20.85
Braum,브라움,1,610,311.0,47.0,32.0,55.0,0.644,8.5,7.0
Braum,브라움,2,722,356.0,52.2,34.05,58.2,0.66654,9.5,7.8
Braum,브라움,3,834,401.0,57.4,36.1,61.4,0.68908,10.5,8.6
Braum,브라움,4,946,446.0,62.6,38.15,64.6,0.71162,11.5,9.4
Braum,브라움,5,1058,491.0,67.8,40.2,67.8,0.7341600000000001,12.5,10.2
Braum,브라움,6,1170,536.0,73.0,42.25,71.0,0.7567,13.5,11.0
